department,semester,gender,hostel_or_dayscholar,study_time_preference,learning_style,sleep_quality,stress_level,internet_access_quality,part_time_job,mentor_support,placement_status,study_minutes_per_day,material_prep_minutes_per_week,extracurricular_minutes_per_week,skill_dev_minutes_per_week,attendance_percentage,previous_year_score,previous_semester_gpa,backlogs_count,internal_marks,projects_completed,hackathons_participated,internships_completed,certifications_count,coding_problems_solved,coding_platform_rating
CSE,6,Female,Hostel,Night,Auditory,Average,Medium,Good,No,No,Not Started,151,301,195,0,92.2,74.2,7.88,0,32,4,0,1,1.0,0,1003
CSE,8,Female,Hostel,Morning,Kinesthetic,Good,Low,Average,No,No,Placed,233,247,184,490,100.0,74.1,6.82,2,41,8,3,3,3.0,341,1041
CSE-DS,2,Female,Hostel,Night,Visual,Poor,Medium,Average,No,Yes,Not Started,88,344,29,511,92.6,68.3,7.87,0,30,3,0,0,1.0,40,953
IT,5,Female,Hostel,Night,Visual,Poor,High,Good,Yes,No,Not Started,228,163,99,694,75.5,69.6,6.86,0,36,6,4,1,1.0,326,1250
CSE-DS,1,Male,Day Scholar,Morning,Kinesthetic,Average,Low,Average,No,No,Not Started,129,196,180,7,92.5,72.9,7.46,0,35,0,0,0,2.0,0,1050
CSE,5,Female,Hostel,Morning,Visual,Average,Medium,,No,No,Not Started,69,344,96,0,90.4,77.1,6.93,0,42,4,4,0,2.0,0,1045
CSE-AIML,4,Female,Hostel,Afternoon,Visual,Poor,Medium,Good,No,Yes,Not Started,211,152,142,176,77.8,75.6,7.94,0,28,5,2,1,1.0,78,1121
CSE,7,Male,Hostel,Night,Visual,Average,Low,Good,Yes,Yes,Placed,213,273,7,285,93.3,71.5,7.1,2,37,5,1,3,2.0,233,1054
ECE,5,Male,Hostel,Night,Kinesthetic,Poor,Medium,Good,No,No,Not Started,242,154,342,191,90.8,77.3,7.36,0,38,1,4,1,4.0,27,984
CSE-DS,1,Male,Day Scholar,Night,Kinesthetic,Average,Low,Good,No,Yes,Not Started,401,377,178,180,71.1,76.6,7.94,0,36,0,0,0,1.0,3,1121
CSE-AIML,5,Male,Day Scholar,Afternoon,Kinesthetic,Average,High,Good,No,Yes,Not Started,86,132,111,220,67.9,67.3,6.15,3,36,6,2,0,2.0,25,942
CSE-AIML,7,Female,Hostel,Night,Kinesthetic,Average,Medium,Good,No,No,In Progress,343,304,82,248,100.0,75.9,6.4,1,36,8,4,0,2.0,232,862
CSE,1,Male,Hostel,Night,Kinesthetic,Good,Low,Average,Yes,No,Not Started,134,317,209,382,83.6,77.5,7.17,0,34,1,0,0,2.0,16,1072
IT,4,Male,Day Scholar,Morning,Auditory,Poor,Medium,Average,No,Yes,Not Started,193,143,213,33,85.2,69.1,7.3,0,37,4,0,1,2.0,24,835
CSE-AIML,1,Male,Day Scholar,Night,Auditory,Good,Low,Poor,No,No,Not Started,156,368,139,583,82.2,65.4,7.01,0,32,2,0,0,0.0,90,1031
ECE,1,Female,Day Scholar,Morning,Visual,Good,Medium,Average,No,No,Not Started,173,87,126,332,88.3,77.2,8.08,0,39,0,0,0,2.0,50,1070
ECE,1,Female,Day Scholar,Afternoon,Auditory,Average,Medium,Good,No,Yes,Not Started,357,270,76,351,90.2,85.9,7.78,0,45,1,0,0,0.0,16,1076
CSE-AIML,5,Female,Hostel,Night,Visual,Average,Medium,Average,No,Yes,Not Started,156,320,281,231,69.0,69.7,6.83,0,33,4,1,3,2.0,108,1260
CSE,2,Female,Day Scholar,Night,Auditory,Average,Medium,Good,No,No,Not Started,277,396,143,461,75.8,66.4,5.39,4,29,2,1,0,1.0,173,1126
IT,3,Female,Day Scholar,Afternoon,Auditory,Good,Low,Good,No,No,Not Started,330,28,143,102,76.7,82.7,8.42,0,42,3,0,0,0.0,73,885
IT,4,Female,Hostel,Afternoon,Auditory,Poor,Medium,Average,Yes,No,Not Started,157,202,155,198,95.9,76.3,7.33,0,36,4,3,0,1.0,52,1294
CSE,3,Male,Hostel,Night,Kinesthetic,Average,Medium,Good,No,No,Not Started,262,368,213,301,80.4,70.9,7.64,0,36,2,1,1,3.0,105,1249
CSE,7,Female,Day Scholar,Night,Visual,Poor,High,Good,No,No,Placed,140,229,239,231,74.5,68.1,7.38,0,30,6,1,0,1.0,182,968
CSE,4,Male,Hostel,Morning,Visual,Average,Low,Good,Yes,No,Not Started,28,454,56,219,80.0,61.0,5.89,4,28,6,0,3,1.0,138,1292
CSE,5,Male,Day Scholar,Morning,Kinesthetic,Poor,High,Good,No,Yes,Not Started,0,294,157,334,60.6,62.3,6.23,2,31,2,2,1,3.0,155,1036
ECE,3,Male,Hostel,Morning,Kinesthetic,Good,Medium,Good,No,Yes,Not Started,229,275,129,445,76.8,74.8,7.9,1,38,7,1,0,1.0,89,1010
CSE-AIML,2,Male,Hostel,Morning,Auditory,Good,Medium,Good,No,Yes,Not Started,72,242,0,386,74.3,67.8,6.67,0,32,3,0,0,4.0,89,1059
CSE-DS,6,Male,Day Scholar,Night,Visual,Good,High,Good,No,Yes,In Progress,141,205,163,489,100.0,74.1,7.35,0,42,6,2,1,1.0,301,975
CSE-AIML,7,Male,Hostel,Morning,Auditory,Poor,High,Average,No,Yes,Placed,232,293,358,13,63.2,63.1,6.99,0,31,9,1,0,2.0,1,1061
CSE-AIML,7,Male,Hostel,Afternoon,Auditory,Good,Low,Good,No,Yes,Placed,251,310,249,459,76.6,71.3,5.53,1,33,4,2,1,4.0,287,1076
CSE-AIML,1,Female,Day Scholar,Afternoon,Visual,Good,Low,Average,Yes,Yes,Not Started,79,262,80,0,79.7,62.0,5.74,1,31,2,0,0,3.0,0,1125
IT,2,Male,Hostel,Night,Kinesthetic,Average,Medium,Good,No,No,Not Started,237,374,63,59,61.9,60.9,5.36,1,34,5,0,0,1.0,66,1147
IT,7,Male,Day Scholar,Afternoon,Kinesthetic,Average,Low,Average,No,Yes,In Progress,122,76,232,499,99.9,76.4,7.75,0,36,3,2,0,2.0,330,1082
CSE,4,Male,Hostel,Afternoon,Visual,Average,Medium,Good,No,Yes,Not Started,104,0,252,168,92.0,63.7,6.34,0,30,4,0,0,1.0,101,993
CSE-DS,4,Female,Day Scholar,Night,Auditory,Good,High,Good,Yes,No,Not Started,252,486,187,472,68.9,70.2,8.14,0,38,4,3,1,3.0,220,1019
IT,1,Female,Day Scholar,Morning,Visual,Poor,High,,No,Yes,Not Started,137,272,125,695,71.9,63.2,6.83,0,33,1,0,0,1.0,57,919
IT,3,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,233,261,58,179,77.6,71.0,6.97,0,32,1,1,0,0.0,110,1042
CSE,3,Male,Day Scholar,Afternoon,Auditory,Good,Medium,Good,No,No,Not Started,45,283,66,285,100.0,72.4,7.15,0,33,2,1,0,0.0,57,974
CSE-AIML,5,Male,Hostel,Morning,Kinesthetic,Good,Low,Good,No,No,Not Started,123,380,166,276,53.2,54.4,6.14,1,25,4,2,0,2.0,205,1240
CSE-DS,4,Female,Hostel,Night,Visual,Average,Medium,Good,Yes,No,Not Started,160,160,24,489,83.1,64.6,6.01,0,33,1,1,0,3.0,243,1321
IT,7,Male,Hostel,Night,Visual,Poor,High,Good,No,Yes,In Progress,206,366,119,230,65.6,57.6,6.17,2,31,7,2,2,6.0,184,1377
CSE,4,Male,Day Scholar,Night,Auditory,Good,Low,Average,No,No,Not Started,97,349,54,45,77.0,56.0,5.61,2,25,2,2,1,5.0,64,828
CSE-DS,6,Female,Day Scholar,Afternoon,Visual,Average,Medium,Average,No,Yes,Not Started,105,363,182,295,81.3,64.3,5.41,3,30,6,0,1,5.0,197,1089
CSE-AIML,5,Female,Day Scholar,Night,Auditory,Average,Medium,Average,Yes,Yes,Not Started,220,380,120,31,89.6,75.1,7.67,0,40,3,2,0,3.0,0,1178
CSE-DS,7,Female,Hostel,Afternoon,Auditory,Good,Low,Good,No,No,In Progress,285,160,238,377,91.2,73.8,7.65,1,33,6,1,0,10.0,232,1358
CSE,4,Male,Hostel,Morning,Visual,Average,Medium,Average,No,No,Not Started,62,463,102,274,59.4,57.1,6.63,0,27,1,0,0,1.0,62,1325
CSE-DS,2,Male,Day Scholar,Morning,Kinesthetic,Poor,Low,Good,No,No,Not Started,176,82,196,251,94.1,68.0,6.96,0,24,4,1,0,1.0,19,1236
IT,2,Male,Hostel,Night,Kinesthetic,Average,Low,Poor,No,Yes,Not Started,145,328,148,536,83.6,66.0,7.0,1,38,1,2,0,,188,1231
CSE-AIML,2,Male,Hostel,Night,Kinesthetic,Good,Low,Average,Yes,Yes,Not Started,49,486,111,537,100.0,74.7,6.86,0,37,0,1,0,0.0,101,1118
CSE-AIML,6,Female,Hostel,Morning,Kinesthetic,Poor,Medium,Good,No,No,In Progress,207,183,266,251,87.7,74.2,7.68,0,32,8,2,2,4.0,144,958
CSE,6,Female,Hostel,Morning,Visual,Average,High,Average,Yes,No,Not Started,272,190,10,10,81.2,75.1,6.59,0,34,8,0,0,3.0,97,1107
CSE-AIML,4,Male,Day Scholar,Night,Auditory,Average,Medium,Average,No,No,Not Started,374,246,185,426,71.1,68.9,7.96,0,29,2,4,0,4.0,227,1107
CSE-DS,2,Male,Hostel,Morning,Kinesthetic,Good,Medium,Good,No,No,Not Started,163,0,180,139,72.4,65.4,6.19,4,33,1,0,0,3.0,0,1319
CSE,5,Female,Hostel,Night,Kinesthetic,Average,Medium,Good,No,No,Not Started,173,214,0,489,62.2,67.7,7.65,0,39,3,3,2,2.0,283,778
CSE,1,Female,Day Scholar,Night,Visual,Average,Medium,Average,No,Yes,Not Started,402,217,27,139,90.7,83.3,6.96,0,42,0,0,0,1.0,13,923
CSE,7,Male,Day Scholar,Afternoon,Visual,Poor,High,Good,No,Yes,Placed,173,367,0,374,76.5,67.2,5.97,0,30,3,4,2,4.0,339,969
CSE-AIML,1,Female,Hostel,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,302,161,93,113,68.4,67.5,6.57,0,34,0,1,0,0.0,0,1065
CSE,5,Male,Hostel,Night,Kinesthetic,Poor,High,Good,No,No,Not Started,249,242,314,357,100.0,75.1,7.87,0,34,2,0,0,1.0,263,1050
CSE-AIML,4,Male,Hostel,Morning,Auditory,Average,Medium,Good,No,No,Not Started,188,72,0,178,59.3,62.3,6.11,3,29,0,1,0,1.0,0,699
CSE,8,Male,Hostel,Night,Auditory,Average,Low,Average,No,No,Placed,262,0,93,140,83.4,71.9,7.85,0,36,6,2,2,4.0,99,1305
CSE,7,Male,Day Scholar,Night,Visual,Poor,High,Average,No,Yes,In Progress,162,33,384,241,89.0,73.4,7.89,0,38,5,2,1,,236,1140
CSE-AIML,2,Male,Hostel,Afternoon,Visual,Average,Medium,Good,Yes,Yes,Not Started,143,236,43,256,96.6,65.6,6.18,3,37,1,1,0,1.0,0,882
CSE,6,Male,Day Scholar,Morning,Kinesthetic,Good,High,Average,Yes,No,Not Started,202,3,0,282,55.0,62.0,5.95,1,25,6,3,1,3.0,157,971
CSE,6,Male,Hostel,Night,Auditory,Average,Medium,Good,No,No,In Progress,148,193,217,192,82.5,69.3,7.63,0,36,3,1,1,4.0,108,1111
CSE-DS,3,Female,Day Scholar,Afternoon,Kinesthetic,Good,Medium,Good,No,No,Not Started,271,197,132,150,77.4,79.6,8.52,0,40,3,0,1,0.0,57,865
IT,6,Female,Hostel,Afternoon,Visual,Good,Medium,Good,Yes,No,Not Started,55,369,0,355,90.6,62.8,5.43,3,29,5,0,1,2.0,168,1070
ECE,5,Male,Hostel,Night,Auditory,Poor,High,Good,No,No,Not Started,184,343,111,236,93.4,74.0,6.85,0,39,7,1,1,2.0,102,760
CSE-DS,4,Male,Day Scholar,Night,Kinesthetic,Good,Low,Good,Yes,No,Not Started,170,389,214,187,87.0,76.0,7.44,0,38,0,2,0,2.0,118,1044
IT,7,Male,Day Scholar,Morning,Visual,Poor,High,Poor,No,No,Placed,89,333,104,201,85.7,69.8,7.74,0,36,5,6,0,4.0,253,986
ECE,8,Male,Hostel,Night,Visual,Good,Low,Good,Yes,Yes,Placed,201,15,0,247,96.1,75.7,7.98,2,36,8,4,1,3.0,209,1179
IT,4,Male,Hostel,Afternoon,Visual,Good,Low,Poor,No,No,Not Started,136,208,49,433,92.3,78.9,9.02,0,37,4,2,0,0.0,138,1134
CSE-AIML,5,Male,Hostel,Night,Auditory,Average,Medium,Good,No,No,Not Started,193,233,95,416,95.3,72.8,7.53,0,38,2,1,3,1.0,233,1068
CSE,4,Male,Hostel,Night,Visual,Poor,High,Average,No,Yes,Not Started,284,275,158,148,91.0,79.2,7.06,0,34,4,2,1,0.0,106,1132
CSE-AIML,8,Female,Day Scholar,Night,Visual,Average,High,Average,No,No,In Progress,249,222,101,552,64.9,63.2,6.37,2,29,9,3,1,3.0,396,1002
CSE-AIML,1,Female,Hostel,Night,Kinesthetic,Good,Medium,Average,No,No,Not Started,299,253,129,392,62.6,76.8,8.55,0,38,2,1,0,1.0,66,959
CSE-DS,6,Male,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,141,248,9,80,72.1,73.8,7.45,0,33,4,2,0,6.0,75,991
ECE,6,Male,Hostel,Night,Kinesthetic,Good,Medium,Good,No,Yes,Not Started,418,78,151,206,77.5,79.2,7.65,0,43,6,1,0,2.0,143,1072
CSE-DS,1,Female,Hostel,Morning,Kinesthetic,Good,Low,Good,No,No,Not Started,0,201,16,384,77.5,57.8,4.59,3,26,2,1,0,0.0,124,1166
CSE-AIML,8,Male,Hostel,Morning,Visual,Average,Medium,Good,No,No,Placed,17,310,208,149,81.7,69.2,6.81,0,30,6,3,2,3.0,78,572
CSE,2,Male,Day Scholar,Afternoon,Kinesthetic,Average,High,Good,No,No,Not Started,300,302,135,372,82.2,68.2,7.03,0,30,0,0,0,1.0,65,1148
CSE,2,Female,Hostel,Afternoon,Visual,Good,Low,Good,No,Yes,Not Started,238,261,178,52,80.1,75.7,8.31,0,38,3,0,0,1.0,3,1023
CSE,3,Male,Day Scholar,Night,Auditory,Good,Low,Poor,Yes,No,Not Started,67,70,120,277,91.6,65.4,6.25,1,31,3,1,0,0.0,44,843
CSE,5,Female,Hostel,Night,Auditory,Average,High,Poor,Yes,Yes,Not Started,142,250,65,0,65.4,55.6,5.74,3,26,6,0,0,1.0,0,859
CSE,4,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,Yes,Not Started,52,249,166,152,64.4,54.2,5.63,1,26,3,0,0,0.0,0,976
IT,2,Female,Hostel,Night,Auditory,Average,High,Good,No,Yes,Not Started,71,313,208,357,100.0,81.0,8.2,0,40,0,1,0,1.0,128,1204
IT,8,Male,Hostel,Morning,Visual,Poor,Medium,Average,No,No,Placed,229,313,192,151,78.9,70.2,7.06,0,36,12,6,2,6.0,69,941
CSE-DS,4,Male,Day Scholar,Night,Visual,Good,Low,Average,No,No,Not Started,230,354,134,409,78.0,75.9,8.03,0,32,5,1,0,3.0,210,1278
IT,2,Male,Day Scholar,Morning,Auditory,Good,High,Good,No,No,Not Started,242,218,164,261,63.4,66.2,7.26,2,34,2,2,0,1.0,59,847
CSE,5,Female,Hostel,Afternoon,Visual,Poor,Medium,Average,Yes,No,Not Started,256,248,61,313,84.6,77.9,7.66,0,38,1,2,0,3.0,123,760
CSE-AIML,6,Male,Hostel,Night,Visual,Average,Medium,Average,No,Yes,Not Started,276,376,296,55,98.8,85.4,8.29,0,42,7,2,2,1.0,0,1047
IT,1,Male,Hostel,Night,Kinesthetic,Good,Low,Poor,No,Yes,Not Started,242,432,64,300,67.4,67.2,6.98,0,37,2,0,0,2.0,0,1002
IT,8,Male,Hostel,Morning,Visual,Poor,High,Good,No,No,Placed,252,195,35,456,73.8,67.3,6.25,0,28,6,3,2,7.0,314,1240
CSE,3,Female,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,113,217,187,485,97.2,79.9,7.55,0,42,1,1,0,1.0,102,1303
CSE-AIML,1,Male,Day Scholar,Night,Kinesthetic,Poor,High,Good,No,No,Not Started,241,265,134,263,83.3,79.4,8.22,0,38,0,0,0,0.0,0,975
CSE,1,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Good,Yes,No,Not Started,414,436,101,291,93.1,83.9,7.95,0,39,1,0,0,0.0,85,1177
CSE-DS,4,Male,Hostel,Afternoon,Auditory,Poor,Low,Average,Yes,No,Not Started,148,289,187,166,80.8,74.6,7.42,0,36,3,1,0,1.0,81,1260
IT,8,Female,Hostel,Morning,Auditory,Good,Medium,Average,No,No,Placed,164,285,27,212,83.6,70.8,7.03,0,38,12,2,1,5.0,187,956
ECE,6,Female,Day Scholar,Night,Kinesthetic,Good,Medium,Poor,No,Yes,Not Started,135,324,62,345,82.1,66.5,6.41,3,38,8,1,2,,193,1190
CSE-AIML,7,Male,Hostel,Night,Visual,Average,High,Good,Yes,Yes,In Progress,189,390,174,341,94.8,77.4,7.81,0,40,6,2,0,2.0,198,1105
CSE,1,Female,Day Scholar,Night,Visual,Poor,Medium,Good,No,No,Not Started,144,372,62,310,85.7,68.0,6.08,0,39,0,0,0,0.0,6,1268
IT,4,Female,Hostel,Night,Visual,Good,Low,Good,No,No,Not Started,133,285,27,138,100.0,80.5,9.34,0,44,3,0,0,1.0,69,845
CSE,4,Male,Day Scholar,Morning,Kinesthetic,Average,Medium,Good,No,No,Not Started,74,164,302,177,81.3,60.2,5.32,1,28,4,1,0,2.0,19,966
CSE-AIML,6,Male,Day Scholar,Morning,Kinesthetic,Average,Medium,Average,No,No,In Progress,253,275,104,488,77.5,59.5,5.63,1,28,7,2,1,3.0,319,1256
CSE-AIML,7,Male,Hostel,Night,Kinesthetic,Poor,Medium,Good,Yes,No,Placed,150,137,0,240,69.0,58.2,5.57,4,33,9,3,1,3.0,167,1095
IT,7,Male,Day Scholar,Afternoon,Auditory,Average,Medium,Average,No,No,Placed,207,285,199,258,68.1,57.5,6.66,0,33,7,2,1,4.0,246,1146
CSE-AIML,7,Male,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,Yes,In Progress,148,4,235,139,51.9,62.2,6.12,0,25,7,3,2,6.0,118,935
ECE,4,Female,Day Scholar,Afternoon,Kinesthetic,Poor,Medium,Average,No,Yes,Not Started,178,189,192,293,67.5,64.3,6.09,0,37,2,5,0,1.0,249,1092
CSE-DS,6,Female,Hostel,Night,Auditory,Good,Medium,Average,No,No,In Progress,95,75,168,356,87.1,71.8,6.5,0,34,6,1,5,4.0,204,1087
CSE-DS,2,Male,Day Scholar,Night,Auditory,Good,Low,Average,No,No,Not Started,73,225,7,362,86.8,61.9,5.82,0,31,2,0,0,1.0,71,1092
CSE-AIML,8,Male,Day Scholar,Night,Visual,Average,Low,Average,No,No,In Progress,215,435,239,385,64.8,59.6,5.69,2,28,4,0,2,2.0,297,960
CSE,1,Male,Hostel,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,120,231,260,289,73.7,64.8,6.43,3,38,0,0,0,1.0,0,1105
CSE,1,Male,Day Scholar,Morning,Kinesthetic,Good,Low,Good,No,Yes,Not Started,60,138,134,38,59.6,61.2,6.04,2,31,0,0,0,2.0,79,967
CSE-DS,4,Male,Hostel,Night,Visual,Poor,High,Good,No,Yes,Not Started,156,461,181,64,78.9,73.5,7.96,1,36,1,1,0,5.0,27,1131
CSE-AIML,2,Female,Day Scholar,Afternoon,Kinesthetic,Good,High,Good,No,Yes,Not Started,185,240,0,288,100.0,79.7,7.91,1,41,0,1,0,0.0,125,944
IT,5,Male,Day Scholar,Night,Auditory,Poor,Medium,Good,No,No,Not Started,59,130,190,232,89.0,63.8,6.89,0,30,2,2,0,2.0,164,1064
ECE,3,Female,Hostel,Night,Auditory,Good,Low,Good,Yes,No,Not Started,245,290,329,255,82.9,74.1,7.11,0,30,2,2,0,1.0,147,894
CSE-AIML,2,Other,Day Scholar,Morning,Kinesthetic,Average,Medium,Good,No,No,Not Started,229,239,50,320,66.0,75.8,7.9,1,37,0,0,0,1.0,37,931
CSE-DS,2,Male,Day Scholar,Afternoon,Visual,Average,Medium,Good,Yes,Yes,Not Started,385,286,100,176,70.1,77.0,8.35,0,43,2,3,0,0.0,35,814
CSE-DS,6,Female,Hostel,Night,Kinesthetic,Average,Medium,Average,No,No,Not Started,152,256,313,15,76.0,55.0,5.57,3,30,3,2,0,2.0,28,917
CSE,5,Male,Hostel,Morning,Auditory,Poor,High,Good,No,No,Not Started,258,0,48,369,60.6,68.8,7.45,0,31,1,1,0,2.0,225,1056
CSE-AIML,6,Male,Hostel,Night,Auditory,Poor,Medium,Poor,No,Yes,Not Started,218,303,107,630,64.8,65.2,7.32,0,33,4,0,1,1.0,342,1192
IT,1,Male,Day Scholar,Night,Auditory,Average,Medium,Average,No,Yes,Not Started,1,348,15,532,78.9,65.9,6.43,2,33,0,0,0,1.0,35,757
CSE-DS,8,Male,Hostel,Night,Auditory,Poor,High,Good,No,No,In Progress,284,345,307,276,83.6,83.8,8.8,0,39,10,2,2,4.0,227,910
ECE,1,Male,Day Scholar,Night,Visual,Average,Medium,Average,Yes,Yes,Not Started,160,371,10,156,82.9,73.6,7.48,0,40,0,0,0,0.0,25,1138
CSE-AIML,8,Female,Hostel,Night,Visual,Good,High,Poor,No,No,Placed,265,283,85,144,75.2,69.2,6.41,1,33,8,2,2,,24,1042
CSE-DS,3,Male,Hostel,Morning,Visual,Good,Medium,,No,No,Not Started,214,104,162,119,96.8,82.9,8.66,0,33,1,0,2,0.0,0,763
IT,4,Male,Day Scholar,Morning,Visual,Poor,High,Good,No,No,Not Started,160,102,105,202,75.3,69.4,6.48,0,40,7,3,1,0.0,46,1111
IT,2,Female,Day Scholar,Morning,Visual,Poor,High,Average,No,No,Not Started,196,184,124,549,67.7,67.2,5.97,3,33,1,1,0,1.0,93,881
CSE-DS,3,Male,Hostel,Night,Kinesthetic,Good,Medium,Average,No,No,Not Started,154,93,81,93,96.8,77.8,7.38,0,37,1,1,0,5.0,0,994
CSE,4,Female,Hostel,Morning,Auditory,Average,Medium,Good,No,No,Not Started,149,306,0,342,87.0,71.9,6.81,0,38,4,3,1,1.0,69,1220
CSE-AIML,5,Male,Hostel,Morning,Kinesthetic,Average,High,Good,No,No,Not Started,147,310,0,322,76.0,65.6,6.75,0,32,5,1,0,2.0,234,967
CSE-DS,1,Female,Hostel,Afternoon,Auditory,Average,High,Average,No,No,Not Started,0,331,208,760,74.4,69.9,6.75,0,38,0,0,0,0.0,50,1050
CSE,8,Female,Hostel,Afternoon,Auditory,Good,High,Poor,Yes,No,In Progress,194,442,91,351,78.6,66.7,6.42,3,32,3,4,5,4.0,359,1549
CSE-AIML,2,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,3,244,125,309,81.1,57.7,5.7,2,29,1,1,0,1.0,34,1010
CSE,3,Male,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,207,254,220,0,82.1,79.3,7.66,2,40,3,0,0,0.0,8,980
CSE-AIML,2,Female,Hostel,Night,Auditory,Good,Low,Good,No,No,Not Started,240,93,116,460,100.0,79.4,7.44,1,38,2,0,0,1.0,7,880
CSE-AIML,2,Female,Day Scholar,Night,Kinesthetic,Average,High,Good,No,No,Not Started,140,164,282,204,86.6,75.0,6.77,0,38,1,2,0,1.0,30,907
CSE,3,Male,Day Scholar,Morning,Auditory,Poor,Medium,Good,Yes,Yes,Not Started,303,209,139,60,82.4,66.5,6.01,2,40,1,0,0,,0,1297
CSE,8,Male,Day Scholar,Night,Auditory,Poor,Medium,Good,Yes,Yes,Placed,232,299,95,42,96.1,76.1,7.6,1,38,4,3,1,5.0,0,847
IT,6,Male,Hostel,Night,Kinesthetic,Poor,High,Poor,No,No,Not Started,111,278,96,432,62.3,63.0,7.26,0,30,4,2,1,5.0,312,922
ECE,6,Female,Hostel,Night,Visual,Average,Low,Good,No,Yes,In Progress,245,30,314,155,91.2,73.8,7.76,0,34,2,3,1,3.0,91,1082
CSE-DS,7,Female,Day Scholar,Morning,Auditory,Average,Low,Poor,No,Yes,In Progress,173,260,120,539,97.7,70.4,8.9,0,31,4,1,0,3.0,258,1054
CSE-AIML,2,Male,Day Scholar,Night,Visual,Good,Low,Good,No,No,Not Started,121,404,87,229,72.2,65.5,7.13,1,35,1,1,0,2.0,2,843
CSE,8,Male,Hostel,Night,Visual,Good,Low,Average,No,No,Placed,145,339,168,0,79.4,64.3,5.76,0,29,6,1,5,4.0,0,1031
CSE,5,Female,Hostel,Night,Auditory,Average,Medium,Poor,No,Yes,Not Started,159,110,109,408,74.7,62.7,7.34,2,27,4,4,0,1.0,188,903
IT,1,Other,Hostel,Night,Visual,Average,Low,Average,Yes,Yes,Not Started,151,272,107,276,71.4,61.1,6.51,0,29,2,0,0,0.0,0,1103
CSE-DS,2,Female,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,139,227,0,479,63.0,74.5,7.52,0,34,2,3,0,0.0,68,960
ECE,1,Male,Day Scholar,Night,Auditory,Good,Medium,Poor,Yes,Yes,Not Started,108,380,170,0,100.0,72.2,7.8,0,41,0,0,0,0.0,0,1187
CSE,3,Female,Day Scholar,Night,Kinesthetic,Good,High,Good,No,No,Not Started,250,265,107,193,79.5,72.1,7.83,0,36,5,2,1,0.0,89,1036
CSE,5,Female,Day Scholar,Afternoon,Visual,Average,Low,Average,No,No,Not Started,212,393,138,104,85.1,69.6,7.38,0,29,5,1,1,3.0,87,1191
CSE,3,Male,Day Scholar,Morning,Kinesthetic,Good,High,Good,No,Yes,Not Started,34,221,132,638,56.3,53.9,5.27,3,27,2,1,0,1.0,196,1187
CSE,3,Female,Hostel,Morning,Visual,Poor,Medium,Good,No,Yes,Not Started,246,252,143,641,88.0,75.8,7.5,0,38,2,1,0,2.0,287,977
CSE,3,Female,Day Scholar,Night,Auditory,Average,Medium,Average,No,No,Not Started,229,455,202,243,72.1,71.2,6.26,1,33,5,0,0,3.0,57,1098
CSE,8,Male,Day Scholar,Morning,Auditory,Good,Low,Good,No,Yes,Placed,39,313,181,44,76.9,61.0,5.45,2,32,2,3,3,6.0,16,960
CSE-AIML,7,Male,Hostel,Afternoon,Kinesthetic,Average,High,Average,No,No,Placed,5,246,136,197,100.0,69.2,6.55,0,40,5,1,0,4.0,163,1320
ECE,4,Female,Hostel,Morning,Auditory,Good,Low,Average,No,No,Not Started,424,325,38,162,68.8,69.4,6.28,5,37,5,0,0,2.0,115,1001
CSE,5,Female,Day Scholar,Morning,Auditory,Average,Medium,Good,No,No,Not Started,149,295,338,40,81.9,81.7,8.53,0,44,6,1,1,4.0,0,1127
CSE-DS,5,Female,Day Scholar,Night,Visual,Average,Medium,Good,No,Yes,Not Started,242,315,129,0,65.6,70.7,6.31,4,39,6,2,0,2.0,0,870
CSE,6,Female,Hostel,Night,Visual,Good,Low,Good,No,Yes,In Progress,129,0,25,303,67.2,65.2,5.52,3,32,6,3,1,1.0,187,968
CSE,4,Female,Hostel,,Visual,Poor,High,Average,No,No,Not Started,419,370,265,376,93.7,74.8,7.37,1,32,1,4,0,2.0,111,1181
CSE,1,Female,Day Scholar,Morning,Auditory,Good,Medium,Good,No,No,Not Started,185,187,304,532,81.0,80.8,7.73,1,43,0,1,0,0.0,56,1082
CSE-DS,1,Female,Day Scholar,Morning,Kinesthetic,Average,Medium,Good,No,No,Not Started,171,188,88,0,89.1,82.6,8.56,0,41,1,1,0,1.0,0,1069
CSE,5,Male,Day Scholar,Night,Auditory,Average,High,Good,Yes,No,Not Started,319,369,117,45,73.1,77.3,8.23,0,36,7,2,0,1.0,43,1157
CSE-DS,8,Male,Hostel,Afternoon,Visual,Poor,High,Good,Yes,Yes,In Progress,98,373,76,0,78.2,61.7,6.28,0,34,5,1,2,4.0,19,871
